# Entity to Wikidata ID Mapping
# Format: original_entity_name	wikidata_id	label	description	similarity_score

self-determination	Q156595	self-determination	principle in international law; the right of peoples to freely choose their sovereignty	1.000
sender	Q37437119	Sender	family name	1.000
sensationalist journalism and yellow journalism	NO_MATCH	N/A	N/A	0.000
sensitivity of a mathematical problem to changes in its input	NO_MATCH	N/A	N/A	0.000
sepsis	Q183134	sepsis	life-threatening response to infection	1.000
series of four Allied assaults	NO_MATCH	N/A	N/A	0.000
series of unmanned space missions	NO_MATCH	N/A	N/A	0.000
servers	Q44127	server	computer program or device that provides access to a central resource or other functionality for clients	1.000
sessile filter feeders	NO_MATCH	N/A	N/A	0.000
several Major League Baseball players	NO_MATCH	N/A	N/A	0.000
several campaigns	NO_MATCH	N/A	N/A	0.000
several churches and palaces	NO_MATCH	N/A	N/A	0.000
several community events	NO_MATCH	N/A	N/A	0.000
several dialects and variations	NO_MATCH	N/A	N/A	0.000
several documentaries and films	NO_MATCH	N/A	N/A	0.000
several important archaeological sites	NO_MATCH	N/A	N/A	0.000
several natural springs	NO_MATCH	N/A	N/A	0.000
several orphanages in Georgia	NO_MATCH	N/A	N/A	0.000
several public buildings and temples	NO_MATCH	N/A	N/A	0.000
several saints	NO_MATCH	N/A	N/A	0.000
several seaports	NO_MATCH	N/A	N/A	0.000
several short films	NO_MATCH	N/A	N/A	0.000
several smaller species	NO_MATCH	N/A	N/A	0.000
shady, moist habitats	NO_MATCH	N/A	N/A	0.000
sharks	Q7372	shark	clade of predatory cartilaginous fish (Chondrichthyes)	1.000
shipbuilding	Q474200	shipbuilding	construction of ships and floating vessels	1.000
shippers	Q123141575	shippers' guides	guidebooks aimed at those involved in the transportation of cargo.	0.707
short growing seasons	NO_MATCH	N/A	N/A	0.000
short-range communication between fixed locations	NO_MATCH	N/A	N/A	0.000
side effects	Q60380330	Side Effects	2008 edition	1.000
significant contributions to astronomy	NO_MATCH	N/A	N/A	0.000
significant contributions to cartography	NO_MATCH	N/A	N/A	0.000
significant contributions to the field of inorganic chemistry	NO_MATCH	N/A	N/A	0.000
significant damage to infrastructure and property	NO_MATCH	N/A	N/A	0.000
significant ethnic groups	NO_MATCH	N/A	N/A	0.000
significant expatriate community	NO_MATCH	N/A	N/A	0.000
significant impacts on employees	NO_MATCH	N/A	N/A	0.000
significant impacts on shareholders	NO_MATCH	N/A	N/A	0.000
significant impacts on the broader economy	NO_MATCH	N/A	N/A	0.000
significant impacts on the companies involved	NO_MATCH	N/A	N/A	0.000
significant meaning	NO_MATCH	N/A	N/A	0.000
significant populations in Iran	NO_MATCH	N/A	N/A	0.000
significant populations in Iraq	NO_MATCH	N/A	N/A	0.000
significant populations in Syria	NO_MATCH	N/A	N/A	0.000
significant populations in Turkey	NO_MATCH	N/A	N/A	0.000
significant role in the culture of the region	NO_MATCH	N/A	N/A	0.000
significant role in the politics of the region	NO_MATCH	N/A	N/A	0.000
significant turning point in the war	NO_MATCH	N/A	N/A	0.000
significant victory for the Romans	NO_MATCH	N/A	N/A	0.000
simony and corruption within the church	NO_MATCH	N/A	N/A	0.000
simple games like Tetris	NO_MATCH	N/A	N/A	0.000
simple or complex	Q57589017	Simple or Complex Stenting for Bifurcation Coronary Lesions	scientific article published on 04 January 2011	0.522
simple yet flavorful recipes	NO_MATCH	N/A	N/A	0.000
simple, down-to-earth nature	NO_MATCH	N/A	N/A	0.000
single gas component	NO_MATCH	N/A	N/A	0.000
single line connecting Addis Ababa to Djibouti	NO_MATCH	N/A	N/A	0.000
six cases	Q2648449	Six Cases for Judge Dee	1960 short story collection by Robert van Gulik	0.605
six strings	Q43302928	Six Strings	album by Ian Moss	1.000
size and complexity	Q30528239	Size and complexity in model financial systems.	scientific article	0.705
skiing	Q130949	skiing	recreational activity and sport using skis	1.000
skill in hunting	NO_MATCH	N/A	N/A	0.000
skin debris	Q113385892	Skin Debris on the Hairs of Holy Maria-Magdalena: A SEM-EDX Analysis	scientific article published on 19 February 2020	0.350
small but dedicated community of users	NO_MATCH	N/A	N/A	0.000
small changes in the input can result in large changes in the output	NO_MATCH	N/A	N/A	0.000
small changes in the input will result in correspondingly small changes in the output	NO_MATCH	N/A	N/A	0.000
small town	Q3957	town	settlement that is smaller than a city but bigger than a large village (or a large borough in some areas)	1.000
small tropical plants	NO_MATCH	N/A	N/A	0.000
smaller prize pools than paid tournaments	NO_MATCH	N/A	N/A	0.000
snackfoods	NO_MATCH	N/A	N/A	0.000
social and cultural factors	Q34455084	Social and cultural factors in the successful control of tuberculosis	scientific article published on November 1, 1992	0.634
social commentary	Q1508663	social criticism	form of interpreting and sorting issues in contemporary society	1.000
social convention	Q3689650	social convention	social norm	1.000
social criticism	Q1508663	social criticism	form of interpreting and sorting issues in contemporary society	1.000
socializing	Q134961306	socializing	speech act pattern that includes ritual speech acts such as thanking, congratulating or greeting	1.000
soil	Q36133	soil	natural body consisting of layers that are primarily composed of minerals	1.000
solitaire	Q37473903	Solitaire	family name	1.000
some Israelis	NO_MATCH	N/A	N/A	0.000
some fields	Q57875849	Some Fields of Lens Array Applications		0.449
some fixed-wing aircraft with vertical lift capabilities	NO_MATCH	N/A	N/A	0.000
some jurisdictions	NO_MATCH	N/A	N/A	0.000
some legal system	NO_MATCH	N/A	N/A	0.000
some scholars	NO_MATCH	N/A	N/A	0.000
son	Q3543591	Sun	Chinese family name (孫 / 孙)	1.000
source of food for silkworms	NO_MATCH	N/A	N/A	0.000
southeastern United States	Q1139046	Southeastern United States	eastern portion of the Southern United States	1.000
southwestern Victoria, Australia	NO_MATCH	N/A	N/A	0.000
space	Q380933	space	blank area that separates words, sentences, syllables, or other written or printed glyphs; precise typographical rules differ according to language and context	1.000
spacecraft	Q40218	spacecraft	vehicle or machine designed to fly in space	1.000
spaghetti carbonara	Q876624	carbonara	pasta dish	1.000
spamming	Q7573022	spam	repeated use of the same item or action in a video game	1.000
spandrel	Q244556	spandrel	space between two arches	1.000
spandrels	Q71932940	Spandrels or selection?	journal article; published in Nature on 2001-9	0.606
specialized cells called melanocytes	NO_MATCH	N/A	N/A	0.000
species in families Ebenaceae and Sapotaceae	NO_MATCH	N/A	N/A	0.000
specific DNA sequences	Q37511564	Specific DNA sequences associated with the nuclear matrix in synchronized mouse 3T3 cells	scientific article	0.531
specific data	Q56990438	Specific data on the so-called “Reading overthrust”	scholarly article	0.486
specific skills	Q48470498	Specific skills and social competence in schizophrenia	scientific article published in June 1992	0.531
speech recognition	Q189436	speech recognition	automatic conversion of spoken language into text	1.000
spread of Buddhism in Japan	NO_MATCH	N/A	N/A	0.000
stack-based architecture	NO_MATCH	N/A	N/A	0.000
stage productions	NO_MATCH	N/A	N/A	0.000
standards for, BPMN	NO_MATCH	N/A	N/A	0.000
standards for, CORBA	NO_MATCH	N/A	N/A	0.000
standards for, UML	NO_MATCH	N/A	N/A	0.000
standards, protocols, and guidelines for the development and operation of the Internet	NO_MATCH	N/A	N/A	0.000
starches	Q41534	starch	carbohydrate consisting of a large number of glucose units joined by glycosidic bond	1.000
stars	Q523	star	astronomical object consisting of a luminous spheroid of plasma held together by its own gravity	1.000
starvation	Q853930	starvation	most extreme form of malnutrition, a consequence of prolonged insufficiency of food	1.000
statement	Q2684591	statement	either a declarative sentence that is true or false, or that which a true or false declarative sentence asserts	1.000
states of North Carolina	NO_MATCH	N/A	N/A	0.000
states of South Carolina	NO_MATCH	N/A	N/A	0.000
states of Virginia	NO_MATCH	N/A	N/A	0.000
stolen money	NO_MATCH	N/A	N/A	0.000
stories about Br'er Bear	NO_MATCH	N/A	N/A	0.000
stories about Br'er Fox	NO_MATCH	N/A	N/A	0.000
stories about Br'er Rabbit	NO_MATCH	N/A	N/A	0.000
story of Oedipus and Epicaste	NO_MATCH	N/A	N/A	0.000
strained relationship with his father	NO_MATCH	N/A	N/A	0.000
strength	Q102318452	Strength	1995 studio album by Tōko Furuuchi	1.000
strict policies and reforms	NO_MATCH	N/A	N/A	0.000
strong advocate for European integration	NO_MATCH	N/A	N/A	0.000
strong claws	NO_MATCH	N/A	N/A	0.000
strong presence in the Catholic Church	NO_MATCH	N/A	N/A	0.000
strong sense of identity	NO_MATCH	N/A	N/A	0.000
strong winds circulating around it	NO_MATCH	N/A	N/A	0.000
structure, composition, and dynamics of Earth's interior	NO_MATCH	N/A	N/A	0.000
struggle between good and evil	Q5160181	conflict between good and evil	theme in fiction, religion and philosophy	1.000
strumming or plucking the strings	NO_MATCH	N/A	N/A	0.000
students from the University of Munich	NO_MATCH	N/A	N/A	0.000
study of language processing	NO_MATCH	N/A	N/A	0.000
study of programming language semantics	NO_MATCH	N/A	N/A	0.000
studying the culture of the region	NO_MATCH	N/A	N/A	0.000
studying the geography of the region	NO_MATCH	N/A	N/A	0.000
studying the language of the region	NO_MATCH	N/A	N/A	0.000
su propia cocina	NO_MATCH	N/A	N/A	0.000
su variedad y riqueza gastronómica	NO_MATCH	N/A	N/A	0.000
subatomic particles	Q177013	subatomic particle	particle smaller than an atom	1.000
subcutaneous fat	Q30015788	subcutaneous adipose tissue	adipose tissue that is part of the hypodermis	1.000
subtropical or tropical moist montane forests	NO_MATCH	N/A	N/A	0.000
succeeded by, George Frederick II	NO_MATCH	N/A	N/A	0.000
sugars	Q11002	sugar	short-chain, water-soluble carbohydrate	1.000
suicide	Q10737	suicide	intentional act of causing one's own death	1.000
suites	Q50288022	Suites	poetry collection by Federico García Lorca	1.000
sum of the partial pressures of each gas component	NO_MATCH	N/A	N/A	0.000
sun exposure	Q72681221	Sun exposure	scientific article published on 01 November 1993	1.000
sunlight	Q7640481	Sunlight	Herbie Hancock album	1.000
support of the First Crusade	NO_MATCH	N/A	N/A	0.000
support of the rebuilding of the Temple in Jerusalem	NO_MATCH	N/A	N/A	0.000
support the development of information technology in Europe	NO_MATCH	N/A	N/A	0.000
surface and atmosphere of Earth	NO_MATCH	N/A	N/A	0.000
surgery	Q40821	surgery	medical specialty	1.000
surveillance	Q7647030	Surveillance	1979 album by FM	1.000
surveys	Q1402508	field research	collection of information outside a laboratory, library or workplace setting	0.719
sustained energy	Q38843578	Sustained energy intake in lactating Swiss mice: a dual modulation process	scientific article published on 10 April 2017	0.434
sweet and savory dishes	NO_MATCH	N/A	N/A	0.000
swelling	Q109186	swelling	transient abnormal enlargement of a body part or area not caused by proliferation of cells	1.000
switches	Q7659110	Switches	English musical group	1.000
symbiosis with other organisms	NO_MATCH	N/A	N/A	0.000
synchronous digital hierarchy	Q51817	Synchronous Digital Hierarchy	standardized protocol that transfers multiple digital bit streams synchronously over optical fiber	1.000
system of hereditary succession for the imperial throne	NO_MATCH	N/A	N/A	0.000
system used in baseball	NO_MATCH	N/A	N/A	0.000
systems	Q50808462	Systems	Academic journal published by MDPI AG , covering the subjects: Technology: Engineering (General). Civil engineering (General): Systems engineering | Technology: Technology (General)	1.000
systems to perform experiments	NO_MATCH	N/A	N/A	0.000
take off vertically	NO_MATCH	N/A	N/A	0.000
takeover	Q1416898	takeover	purchase of one company (the target) by another	1.000
takeovers	Q101078396	Takeovers Regulations 2000	New Zealand Statutory Regulation SR 2000/210	0.571
tall grasses	NO_MATCH	N/A	N/A	0.000
target	Q865563	Target	commune in Allier, France	1.000
tea	Q15885810	Tea	female given name	1.000
technical and financial difficulties	NO_MATCH	N/A	N/A	0.000
technical skills and equipment	NO_MATCH	N/A	N/A	0.000
techniques including seismology, gravity and magnetic surveys, and remote sensing	NO_MATCH	N/A	N/A	0.000
technology used in telecommunications networks	NO_MATCH	N/A	N/A	0.000
television commercials	Q130147325	Television Commercials: The Depiction and Portrayal of African-American Elderly Adults	scholarly article published in 2004	0.492
television shows	Q136528569	Television series based on a board game	Type of Television series	0.965
tentacles of cnidarians	NO_MATCH	N/A	N/A	0.000
term	Q1969448	term	word or phrase from a specialized area of knowledge	1.000
terrariums	Q1131243	terrarium	container typically made of glass, which is used for keeping plants and/or animals	1.000
territorial disputes in North America	NO_MATCH	N/A	N/A	0.000
tetanus toxin	Q411288	tetanospasmin	chemical compound	1.000
text files	NO_MATCH	N/A	N/A	0.000
that a party cannot deny the authenticity or integrity of a message or action	NO_MATCH	N/A	N/A	0.000
that system	NO_MATCH	N/A	N/A	0.000
the "father of the atomic bomb"	NO_MATCH	N/A	N/A	0.000
the -w flag is used	NO_MATCH	N/A	N/A	0.000
the 11th Emperor of Japan	NO_MATCH	N/A	N/A	0.000
the 14th-century Chiesa Madre	NO_MATCH	N/A	N/A	0.000
the 15th emperor of Japan	NO_MATCH	N/A	N/A	0.000
the 17th emperor of Japan	NO_MATCH	N/A	N/A	0.000
the 17th-century Palazzo Rocca	NO_MATCH	N/A	N/A	0.000
the 1910 operetta of the same name by Victor Herbert	NO_MATCH	N/A	N/A	0.000
the 1960s	Q135798633	The 1960s	Book by Edward J. Rielly published by Greenwood Press in 2003	1.000
the 1980s	Q69413680	The 1980s in review	scientific article published on 01 December 1989	0.717
the 1980s and 1990s	Q33552931	The 1980s and 1990s: moving forward	scientific article	0.752
the 1st century BC	NO_MATCH	N/A	N/A	0.000
the 24th Emperor of Japan	NO_MATCH	N/A	N/A	0.000
the 26th Emperor of Japan	NO_MATCH	N/A	N/A	0.000
the 2nd century BC	NO_MATCH	N/A	N/A	0.000
the 3rd century	NO_MATCH	N/A	N/A	0.000
the 4th millennium BC	NO_MATCH	N/A	N/A	0.000
the 5th century AD	NO_MATCH	N/A	N/A	0.000
the 75th emperor of Japan	NO_MATCH	N/A	N/A	0.000
the 99th emperor of Japan	NO_MATCH	N/A	N/A	0.000
the Academy Award for Best Picture	NO_MATCH	N/A	N/A	0.000
the Aegean Sea	Q19924868	The Aegean Sea	painting by Frederic Edwin Church	1.000
the Allies	Q114502269	The Allies	episode of Daniel Boone (S5 E22)	1.000
the American Revolution	Q7713544	The American Revolution	album by David Peel	1.000
the American people	Q7713529	The American People	American history textbook	1.000
the Americas	Q828	Americas	North America and South America taken together as a single continent or landmass	1.000
the Andes region of South America	NO_MATCH	N/A	N/A	0.000
the Arab-Israeli peace process	Q58155354	The Arab-Israeli Peace Process	scholarly article by Samuel Segev published August 1995 in American foreign policy interests / National Committee on American Foreign Policy, Inc	1.000
the Baltic coast	Q116205601	Baltic Coastal Hiking Route		0.899
the Bering Strait in 1648	NO_MATCH	N/A	N/A	0.000
the Booker Prize	Q160082	Booker Prize	British literary award	1.000
the British Army	Q1516693	history of the British Army	aspect of history	1.000
the British government's handling of the war	NO_MATCH	N/A	N/A	0.000
the Cambrian period	Q87347133	The Cambrian Period	episode of In Our Time	1.000
the Camp David Accords	NO_MATCH	N/A	N/A	0.000
the Catholic Church	Q1517265	history of the Catholic Church	aspect of history	1.000
the Chinese Writers' Association	NO_MATCH	N/A	N/A	0.000
the Chinese calendar to Japan	NO_MATCH	N/A	N/A	0.000
the Chukchi Sea from the Bering Strait	NO_MATCH	N/A	N/A	0.000
the Chukotka Peninsula in Russia	NO_MATCH	N/A	N/A	0.000
the City of David	Q64371405	The City of David		1.000
the Commonwealth of Nations	Q6458247	LGBT rights in the Commonwealth of Nations		1.000
the Congregation for the Propagation of the Faith	Q19083037	The congregation for the propagation of the faith to Augusto Bonetti		0.838
the Constitution	Q779	Connecticut	state of the United States of America	1.000
the Constitutional Act of 1791	NO_MATCH	N/A	N/A	0.000
the Cuban Missile Crisis	Q129468364	The Cuban Missile Crisis: A Critical Reappraisal	scholarly article	0.725
the Cyrillic script	NO_MATCH	N/A	N/A	0.000
the Dwarfie Stane	Q59181823	The Dwarfie Stane, Orkney, and St. Kevin's Bed, Glendalough		0.447
the Earth's magnetic field	Q126255469	The earth's magnetic field	scholarly article	1.000
the Elector of Bavaria	NO_MATCH	N/A	N/A	0.000
the Emmy Award for Outstanding Non-Fiction Special	NO_MATCH	N/A	N/A	0.000
the Enrico Fermi Award	Q67590753	The Enrico Fermi Awards (NAID 1152001)	item in the National Archives and Records Administration's holdings	0.828
the European Commission	Q70870959	The European commission	scientific article published on 01 December 1965	1.000
the Federal Communications Commission (FCC)	NO_MATCH	N/A	N/A	0.000
the Galactic Empire	Q368390	Galactic Empire	trilogy by Isaac Asimov	1.000
the Gaza Strip	Q71981445	The Gaza Strip: an ICU challenge	scientific article published on 01 March 1996	0.670
the Good Friday Agreement in 1998	NO_MATCH	N/A	N/A	0.000
the Gregorian calendar	Q64359928	Peniarth MS 526	manuscript	0.754
the Gulf of Castellammare	NO_MATCH	N/A	N/A	0.000
the Hebrew Bible	Q60035893	Hebrew Bible	English translation by Robert Alter	1.000
the House of Representatives	Q20184686	The House of Representatives	painting by Samuel Finley Breese Morse	1.000
the Hundred Years' War	Q7806363	timeline of the Hundred Years' War		1.000
the Indian state of Kerala	NO_MATCH	N/A	N/A	0.000
the Information Society Technologies program	NO_MATCH	N/A	N/A	0.000
the Inner Hebrides of Scotland	NO_MATCH	N/A	N/A	0.000
the Investiture Controversy	Q136233736	The Investiture Controversy: Church and Monarchy from the Ninth to the Twelfth Century	book 1988	0.495
the Islamic calendar	NO_MATCH	N/A	N/A	0.000
the Jewish Quarter and the Muslim Quarter	NO_MATCH	N/A	N/A	0.000
the Jewish calendar	NO_MATCH	N/A	N/A	0.000
the Jordan Valley	Q100301772	The Jordan Valley Sentinel	newspaper published in Midvale, Utah	0.893
the Julian leap cycle	NO_MATCH	N/A	N/A	0.000
the King of Wessex	Q99550477	The King Of Wessex	pub in Bath, Somerset, UK	1.000
the Kingdom of Asturias	NO_MATCH	N/A	N/A	0.000
the Latin alphabet	Q3772237	history of the Latin alphabet	aspect of history	1.000
the Lower Canada Rebellion of 1837-1838	NO_MATCH	N/A	N/A	0.000
the Manhattan Project	Q646691	Teenage Mutant Ninja Turtles III: The Manhattan Project	1991 TMNT video game	1.000
the Marx Brothers	Q136263666	The Marx Brothers		1.000
the Marx Brothers' reputation as comedic geniuses	NO_MATCH	N/A	N/A	0.000
the Methodist movement	NO_MATCH	N/A	N/A	0.000
the Metonic cycle	NO_MATCH	N/A	N/A	0.000
the Military Cross	Q1335064	Military Cross	military decoration of the British Armed Forces	1.000
the Nanboku-chō period	NO_MATCH	N/A	N/A	0.000
the Neoplatonic concept of the One	NO_MATCH	N/A	N/A	0.000
the Nobel Prize in Chemistry in 1976	NO_MATCH	N/A	N/A	0.000
the Nobel Prize in Literature in 1998	NO_MATCH	N/A	N/A	0.000
the Nordic region	NO_MATCH	N/A	N/A	0.000
the Númenórean survivors	NO_MATCH	N/A	N/A	0.000
the Númenóreans	NO_MATCH	N/A	N/A	0.000
the Old City of Jerusalem	Q213274	Old City of Jerusalem	walled area within the modern city of Jerusalem	1.000
the Old Testament	Q1194691	Il vecchio testamento	1962 film by Gianfranco Parolini	1.000
the Order of Canada	Q136277375	The Order of Canada: Its Origins, History, and Developments	book 2005	0.509
the Pacific Islands Forum	NO_MATCH	N/A	N/A	0.000
the Patriarch of Constantinople	NO_MATCH	N/A	N/A	0.000
the Peace of Westphalia	Q29540797	The Peace of Westphalia, 1648-1948	scientific article (publication date: 1948)	0.871
the People's Commissar of the Navy	NO_MATCH	N/A	N/A	0.000
the President of Egypt	NO_MATCH	N/A	N/A	0.000
the Protestant Reformation	Q58574770	The Protestant Reformation and Catholic Publishing: A Framework for Contemporary Understanding		0.433
the Province of Canada	NO_MATCH	N/A	N/A	0.000
the Pulitzer Prize for Drama in 1937	NO_MATCH	N/A	N/A	0.000
the Rebel Alliance	Q108805233	The Rebel Alliance Sourcebook	Star Wars sourcebook	0.845
the Rock and Roll Hall of Fame	Q179191	Rock and Roll Hall of Fame	music museum in Cleveland, Ohio, United States	1.000
the Roman Empire	Q67320810	The Roman Empire	book by Paul Veyne published at 1997	1.000
the Roman Republic	Q87283190	The Roman Republic	episode of In Our Time	1.000
the Russian throne	NO_MATCH	N/A	N/A	0.000
the Senate	Q85808402	The Senate		1.000
the Sino-Soviet split	Q136267922	The Sino-Soviet Split: Cold War in the Communist World	book 2008	0.580
the Solar cycle	Q27329080	The Solar Cycle	scientific article	1.000
the Soviet Union	Q15180	Soviet Union	former country in Eurasia (1922–1991)	1.000
the Spanish Civil War	Q10859	Spanish Civil War	war between the Republicans and the Nationalists in Spain from 1936 to 1939	1.000
the St Kilda archipelago	NO_MATCH	N/A	N/A	0.000
the Sultan of the Ottoman Empire	NO_MATCH	N/A	N/A	0.000
the Supreme Soviet of the Russian Federation	NO_MATCH	N/A	N/A	0.000
the Texas Panhandle	Q32826951	The Texas Panhandler	episode of TV series King of the Hill	1.000
the Third Crusade	Q120805467	The Third Crusade in historiographical perspective		0.507
the Uncle Remus stories by Joel Chandler Harris	NO_MATCH	N/A	N/A	0.000
the United Kingdom in 1979	NO_MATCH	N/A	N/A	0.000
the United Nations	Q172416	history of the United Nations	aspect of history	1.000
the United States	Q30	United States	country located primarily in North America	1.000
the United States Capitol	Q56526977	The United States Capitol; John Plumbe Jr. (American, born United Kingdom, 1809 - 1857); 1846; Daguerreotype; 8.9 × 11.9 cm (3 1/2 × 4 11/16 in.); 96.XT.62	1846 Daguerreotype of the United States Capitol Building, by photographer John Plumbe, Jr.	0.408
the University of California, Santa Cruz	NO_MATCH	N/A	N/A	0.000
the University of Oxford	Q34433	University of Oxford	collegiate research university in Oxford, England (Est. 1096)	1.000
the VHF frequency range	NO_MATCH	N/A	N/A	0.000
the Volkswagen Group	NO_MATCH	N/A	N/A	0.000
the West Bank	Q111874634	The West Bank Guest House	hotel in Dover, United Kingdom	0.782
the Western United States	Q104475394	The Western United States has Greater Antibiotic Resistance Among Salmonella Recovered from Intestinal Cecal Samples of Food Animals	scientific article published on 15 December 2020	0.384
the Western Wall	Q54621564	The Western Wallop	1924 film directed by Clifford Smith	0.964
the Wittelsbach dynasty	NO_MATCH	N/A	N/A	0.000
the World Wide Web more accessible and user-friendly	NO_MATCH	N/A	N/A	0.000
the ability of individuals to move themselves from one place to another	NO_MATCH	N/A	N/A	0.000
the accumulation of microscopic marine organisms	NO_MATCH	N/A	N/A	0.000
the adventures of a young boy named Johnny	NO_MATCH	N/A	N/A	0.000
the ancestor of the Romans	NO_MATCH	N/A	N/A	0.000
the ancient cities of Jerusalem and Jebus	NO_MATCH	N/A	N/A	0.000
the arrest of the core group by the Gestapo in 1943	NO_MATCH	N/A	N/A	0.000
the arrow keys	NO_MATCH	N/A	N/A	0.000
the arts	Q2018526	arts	group of creative disciplines in which human expression and creativity, usually influenced by culture (use Q2018526 for the general concept of art)	1.000
the attack on the first Death Star	NO_MATCH	N/A	N/A	0.000
the average number of earned runs a pitcher allows per nine innings pitched	NO_MATCH	N/A	N/A	0.000
the bassist of Rush	NO_MATCH	N/A	N/A	0.000
the beginning of the modern nation-state system	NO_MATCH	N/A	N/A	0.000
the behavior of plasma in fusion reactors	NO_MATCH	N/A	N/A	0.000
the best film in the competition section	NO_MATCH	N/A	N/A	0.000
the bishop of Rome	NO_MATCH	N/A	N/A	0.000
the book of Ezra	NO_MATCH	N/A	N/A	0.000
the calendar follow the seasons or moon phases	NO_MATCH	N/A	N/A	0.000
the capital and largest city of the Balearic Islands	NO_MATCH	N/A	N/A	0.000
the capital of Lebanon	NO_MATCH	N/A	N/A	0.000
the character of Charles Foster Kane in the film "Citizen Kane"	NO_MATCH	N/A	N/A	0.000
the chief rabbi of the Spanish and Portuguese Jewish community in London	NO_MATCH	N/A	N/A	0.000
the church	Q34651	Christian Church	ecclesiological term	1.000
the church's authority	NO_MATCH	N/A	N/A	0.000
the city during ancient times	NO_MATCH	N/A	N/A	0.000
the civil war between Marius and Sulla	NO_MATCH	N/A	N/A	0.000
the colonies	Q106399892	the Colonies	Vanity Fair caricature of The Duke of Manchester KP by Spy	1.000
the conquest of Peru	Q125530826	The Conquest of Peru as Recorded by a Member of the Pizarro Expedition.	journal article from 'The Hispanic American Historical Review' published in 1930	0.512
the conservative Kirby family	NO_MATCH	N/A	N/A	0.000
the context of urban transportation and sustainability	NO_MATCH	N/A	N/A	0.000
the daughter of Ares and Agraulos	NO_MATCH	N/A	N/A	0.000
the death penalty for even minor offenses	NO_MATCH	N/A	N/A	0.000
the deaths of over 3,500 people	NO_MATCH	N/A	N/A	0.000
the defense of the Soviet Union	NO_MATCH	N/A	N/A	0.000
the development of Christian theology	NO_MATCH	N/A	N/A	0.000
the development of complex ecosystems in the Cambrian seas	NO_MATCH	N/A	N/A	0.000
the development of later Neoplatonic philosophy	NO_MATCH	N/A	N/A	0.000
the development of modern fantasy literature	NO_MATCH	N/A	N/A	0.000
the development of particle accelerators	NO_MATCH	N/A	N/A	0.000
the development of technologies	Q129186072	THE DEVELOPMENT OF TECHNOLOGIES FOR INNOVATIVE FINANCING ON THE BASE OF PRIVATE FOREIGN ISLAMIC CAPITAL	scholarly article	0.538
the development of the Soviet Navy	NO_MATCH	N/A	N/A	0.000
the discovery of new moons	NO_MATCH	N/A	N/A	0.000
the discovery of new planets	NO_MATCH	N/A	N/A	0.000
the documentary "9/11"	NO_MATCH	N/A	N/A	0.000
the dynamics of the solar wind	NO_MATCH	N/A	N/A	0.000
the early 1990s	Q126829531	The Early 1990s and Its Afterlives: Transgender Nation Sociality in Digital Activism	scholarly article	0.416
the early Cambrian period	NO_MATCH	N/A	N/A	0.000
the early evolution of animals	Q46870253	The early evolution of animals.	scientific article published in August 2005	1.000
the easternmost point of the mainland of Asia	NO_MATCH	N/A	N/A	0.000
the eccentric Sycamore family	NO_MATCH	N/A	N/A	0.000
the education and empowerment of women	NO_MATCH	N/A	N/A	0.000
the effectiveness of a pitcher	NO_MATCH	N/A	N/A	0.000
the environment	Q15749462	The Environmentalist	journal	0.884
the epidermis	Q45897637	The Epidermis	scientific article published in June 1965	1.000
the establishment of new industries	NO_MATCH	N/A	N/A	0.000
the excitement of rooting for the home team	NO_MATCH	N/A	N/A	0.000
the expansion of transportation networks	NO_MATCH	N/A	N/A	0.000
the experience of attending a baseball game	NO_MATCH	N/A	N/A	0.000
the extreme Arian faction	NO_MATCH	N/A	N/A	0.000
the field of nuclear physics	NO_MATCH	N/A	N/A	0.000
the first human landing on the moon	NO_MATCH	N/A	N/A	0.000
the first king of Asturias	NO_MATCH	N/A	N/A	0.000
the first permanent imperial palace in Nara	NO_MATCH	N/A	N/A	0.000
the fourth-largest ethnic group in the region	NO_MATCH	N/A	N/A	0.000
the galaxy	Q1194198	Galaxy	fictional galaxy in Star Wars	1.000
the genealogy of Jesus in the Gospel of Matthew	NO_MATCH	N/A	N/A	0.000
the gothic music scene	NO_MATCH	N/A	N/A	0.000
the governor of Cyprus	NO_MATCH	N/A	N/A	0.000
the growth of cities	Q80928739	THE GROWTH OF CITIES	scientific article	1.000
the head of the Catholic Church	NO_MATCH	N/A	N/A	0.000
the hijackers	Q114463296	The Hijackers	episode of The Roy Rogers Show (S4 E5)	1.000
the importance of teaching students critical thinking skills	NO_MATCH	N/A	N/A	0.000
the insertion of a leap day, week, or month into some calendar years	NO_MATCH	N/A	N/A	0.000
the intentional release of biological agents	NO_MATCH	N/A	N/A	0.000
the interaction between magnetic fields and electrically conducting fluids	NO_MATCH	N/A	N/A	0.000
the island of Númenor	NO_MATCH	N/A	N/A	0.000
the keyboardist of Rush	NO_MATCH	N/A	N/A	0.000
the kingfisher	Q19833793	Kingfisher by the Waterside	painting by Vincent van Gogh, 1887	1.000
the languages of the Elves	NO_MATCH	N/A	N/A	0.000
the languages of the Men of Middle-earth	NO_MATCH	N/A	N/A	0.000
the largest and deepest ocean on Earth	NO_MATCH	N/A	N/A	0.000
the largest city of Lebanon	NO_MATCH	N/A	N/A	0.000
the largest island in the Balearic archipelago	NO_MATCH	N/A	N/A	0.000
the largest member of the Carme group of irregular satellites	NO_MATCH	N/A	N/A	0.000
the largest of all the Jewish ghettos in Nazi-occupied Europe during World War II	NO_MATCH	N/A	N/A	0.000
